token_spacy,lemma,pos,info pos
"
","
",SPACE,space
portrait,portrait,NOUN,noun
du,de,ADP,adposition
tyran,tyran,NOUN,noun
devint,devenir,VERB,verb
une,un,DET,determiner
Victoire,victoire,NOUN,noun
montée,monter,VERB,verb
sur,sur,ADP,adposition
un,un,DET,determiner
quadrige,quadrige,NOUN,noun
"
","
",SPACE,space
portraits,portrait,NOUN,noun
de,de,ADP,adposition
Philippe,Philippe,PROPN,proper noun
",",",",PUNCT,punctuation
qu',que,PRON,pronoun
Apelles,Apelles,PROPN,proper noun
peignit,peindre,VERB,verb
"
","
",SPACE,space
pour,pour,ADP,adposition
Mnason,Mnason,PROPN,proper noun
",",",",PUNCT,punctuation
tyran,tyran,NOUN,noun
d',de,ADP,adposition
Elatée,Elatée,PROPN,proper noun
",",",",PUNCT,punctuation
qui,qui,PRON,pronoun
le,le,DET,determiner
lui,luire,PRON,pronoun
paya,payer,VERB,verb
",",",",PUNCT,punctuation
francs,franc,NOUN,noun
de,de,ADP,adposition
notre,notre,DET,determiner
monnaie,monnaie,NOUN,noun
mines,mine,NOUN,noun
par,par,ADP,adposition
tête,tête,NOUN,noun
),),PUNCT,punctuation
",",",",PUNCT,punctuation
un,un,DET,determiner
combat,combat,NOUN,noun
de,de,ADP,adposition
cent,cent,NUM,numeral
figures,figure,NOUN,noun
"
","
",SPACE,space
pour,pour,ADP,adposition
créer,créer,VERB,verb
un,un,DET,determiner
Zeus,Zeus,PROPN,proper noun
ou,ou,CCONJ,coordinating conjunction
une,un,DET,determiner
Athéné,athéné,NOUN,noun
",",",",PUNCT,punctuation
une,un,DET,determiner
Artémis,artémi,NOUN,noun
ou,ou,CCONJ,coordinating conjunction
un,un,DET,determiner
Hermès,Hermès,PROPN,proper noun
"
","
",SPACE,space
représente,représenter,VERB,verb
les,le,DET,determiner
pompes,pompe,NOUN,noun
splendides,splendide,ADJ,adjective
des,de,ADP,adposition
cérémonies,cérémonie,NOUN,noun
du,de,ADP,adposition
culte,culte,NOUN,noun
d',de,ADP,adposition
Artémis,Artémis,PROPN,proper noun
"
","
",SPACE,space
sculptait,sculpter,VERB,verb
une,un,DET,determiner
Athéné,athéné,NOUN,noun
"
","
",SPACE,space
se,se,PRON,pronoun
sont,être,AUX,auxiliary
extasiés,extasier,VERB,verb
sur,sur,ADP,adposition
un,un,DET,determiner
Sacrifice,sacrifice,NOUN,noun
d',de,ADP,adposition
Ipliigénie,ipliigénie,NOUN,noun
"
","
",SPACE,space
statue,statue,NOUN,noun
d',de,ADP,adposition
un,un,DET,determiner
jeune,jeune,ADJ,adjective
vainqueur,vainqueur,NOUN,noun
qui,qui,PRON,pronoun
se,se,PRON,pronoun
trouve,trouver,VERB,verb
au,au,ADP,adposition
musée,musée,NOUN,noun
des,de,ADP,adposition
Antiques,antique,NOUN,noun
"
","
",SPACE,space
statues,statue,NOUN,noun
d',de,ADP,adposition
Aphrodite,Aphrodite,PROPN,proper noun
Ourania,Ourania,PROPN,proper noun
",",",",PUNCT,punctuation
de,de,ADP,adposition
Némésis,Némésis,PROPN,proper noun
",",",",PUNCT,punctuation
d,d,ADP,adposition
',',ADP,adposition
Athéné,Athéné,PROPN,proper noun
Areia,Areia,PROPN,proper noun
",",",",PUNCT,punctuation
d',de,ADP,adposition
Apollon,Apollon,PROPN,proper noun
",",",",PUNCT,punctuation
de,de,ADP,adposition
Kékrops,Kékrops,PROPN,proper noun
",",",",PUNCT,punctuation
d',de,ADP,adposition
Héraklès,Héraklès,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
de,de,ADP,adposition
Thésée,Thésée,PROPN,proper noun
"
","
",SPACE,space
statues,statue,NOUN,noun
drapées,draper,VERB,verb
d',de,ADP,adposition
Artémis,Artémis,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
de,de,ADP,adposition
Pallas,Pallas,PROPN,proper noun
"
","
",SPACE,space
tableau,tableau,NOUN,noun
du,de,ADP,adposition
Sikyônien,sikyônien,NOUN,noun
Eupompe,Eupompe,PROPN,proper noun
",",",",PUNCT,punctuation
imVaiuqueiœ,imvaiuqueiœ,NOUN,noun
au,au,ADP,adposition
combat,combat,NOUN,noun
gymnique,gymnique,ADJ,adjective
"
","
",SPACE,space
tableau,tableau,NOUN,noun
du,de,ADP,adposition
peintre,peintre,NOUN,noun
d',de,ADP,adposition
Hérakléequi,Hérakléequi,PROPN,proper noun
représentait,représenter,VERB,verb
une,un,DET,determiner
Centaures,centaure,NOUN,noun
se,se,PRON,pronoun
"
","
",SPACE,space
tableau,tableau,NOUN,noun
représentait,représenter,VERB,verb
Aikibiades,Aikibiades,PROPN,proper noun
couronné,couronner,VERB,verb
par,par,ADP,adposition
Pythias,Pythias,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
Olympias,Olympias,PROPN,proper noun
"
","
",SPACE,space
tableau,tableau,NOUN,noun
représentant,représentant,NOUN,noun
Ajax,Ajax,PROPN,proper noun
disputant,disputer,VERB,verb
à,à,ADP,adposition
Odijsseus,Odijsseus,PROPN,proper noun
les,le,DET,determiner
armes,arme,NOUN,noun
d',de,ADP,adposition
Akliille,Akliille,PROPN,proper noun
"
","
",SPACE,space
tableau,tableau,NOUN,noun
sur,sur,ADP,adposition
lecjuel,lecjuel,NOUN,noun
il,il,PRON,pronoun
avait,avoir,AUX,auxiliary
tout,tout,ADV,adverb
simplement,simplement,ADV,adverb
figuré,figurer,VERB,verb
un,un,DET,determiner
rideau,rideau,NOUN,noun
"
","
",SPACE,space
taillant,tailler,VERB,verb
dans,dans,ADP,adposition
le,le,DET,determiner
marbreblanc,marbreblanc,NOUN,noun
pour,pour,ADP,adposition
les,le,DET,determiner
habitants,habitant,NOUN,noun
de,de,ADP,adposition
Knossos,Knossos,PROPN,proper noun
le,le,DET,determiner
fameux,fameux,ADJ,adjective
chœur,chœur,NOUN,noun
d',de,ADP,adposition
Ariane,Ariane,PROPN,proper noun
",",",",PUNCT,punctuation
dont,dont,PRON,pronoun
Homère,Homère,PROPN,proper noun
parle,parler,VERB,verb
dans,dans,ADP,adposition
V,v,ADJ,adjective
Iliade,Iliade,PROPN,proper noun
"
","
",SPACE,space
temple,temple,NOUN,noun
d',de,ADP,adposition
Artémis,artémis,VERB,verb
Alphéonia,Alphéonia,PROPN,proper noun
",",",",PUNCT,punctuation
situé,situer,VERB,verb
à,à,ADP,adposition
l',le,DET,determiner
embouchure,embouchure,NOUN,noun
del',del',PROPN,proper noun
Alphée,Alphée,PROPN,proper noun
;,;,PUNCT,punctuation
Arégon,arégon,NOUN,noun
y,y,PRON,pronoun
peignit,peindre,VERB,verb
un,un,DET,determiner
tableau,tableau,NOUN,noun
représentant,représentant,ADJ,adjective
la,le,DET,determiner
Déesse,déesse,NOUN,noun
enlevée,enlever,VERB,verb
par,par,ADP,adposition
un,un,DET,determiner
griffon,griffon,NOUN,noun
"
","
",SPACE,space
très,très,ADV,adverb
-,-,PUNCT,punctuation
bel,bel,ADJ,adjective
Amour,amour,NOUN,noun
couronnéde,couronnéd,ADJ,adjective
roses,rose,NOUN,noun
dans,dans,ADP,adposition
le,le,DET,determiner
temple,temple,NOUN,noun
d',de,ADP,adposition
Aphrodite,Aphrodite,PROPN,proper noun
à,à,ADP,adposition
Athènes,Athènes,PROPN,proper noun
"
","
",SPACE,space
un,un,DET,determiner
Héi^os,héi^o,NOUN,noun
qui,qui,PRON,pronoun
fut,être,AUX,auxiliary
transporté,transporter,VERB,verb
à,à,ADP,adposition
Rome,Rome,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
Alkmène,Alkmène,PROPN,proper noun
qu',que,PRON,pronoun
il,il,PRON,pronoun
donna,donner,VERB,verb
aux,à,ADP,adposition
habitants,habitant,NOUN,noun
d',de,ADP,adposition
Agrigente,Agrigente,PROPN,proper noun
"
","
",SPACE,space
à,à,ADP,adposition
Sikyône,Sikyône,PROPN,proper noun
",",",",PUNCT,punctuation
Dipœnis,Dipœnis,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
SkyUis,SkyUis,PROPN,proper noun
",",",",PUNCT,punctuation
encore,encore,ADV,adverb
deux,deux,NUM,numeral
frères,frère,NOUN,noun
",",",",PUNCT,punctuation
sculptèrent,sculpter,ADV,adverb
",",",",PUNCT,punctuation
en,en,ADP,adposition
marbre,marbre,NOUN,noun
de,de,ADP,adposition
Paros,Paros,PROPN,proper noun
",",",",PUNCT,punctuation
les,le,DET,determiner
figures,figure,NOUN,noun
d',de,ADP,adposition
Artémis,Artémis,PROPN,proper noun
",",",",PUNCT,punctuation
d',de,ADP,adposition
Apollon,Apollon,PROPN,proper noun
",",",",PUNCT,punctuation
d',de,ADP,adposition
Athéiié,Athéiié,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
d',de,ADP,adposition
Héraklès,Héraklès,PROPN,proper noun
",",",",PUNCT,punctuation
en,en,ADP,adposition
ébène,ébène,NOUN,noun
"
","
",SPACE,space
œuvre,œuvre,NOUN,noun
collective,collectif,ADJ,adjective
qu',que,SCONJ,subordinating conjunction
entreprit,entreprendre,VERB,verb
Mélanthe,mélanthe,NOUN,noun
avec,avec,ADP,adposition
tous,tout,ADJ,adjective
ses,son,DET,determiner
élèves,élève,NOUN,noun
.,.,PUNCT,punctuation
Ils,il,PRON,pronoun
peignirent,peindre,VERB,verb
Aristrate,Aristrate,PROPN,proper noun
",",",",PUNCT,punctuation
le,le,DET,determiner
tyran,tyran,NOUN,noun
de,de,ADP,adposition
Sikyône,Sikyône,PROPN,proper noun
"
","
",SPACE,space
œuvre,œuvre,NOUN,noun
gigantesque,gigantesque,ADJ,adjective
du,de,ADP,adposition
bouclier,bouclier,NOUN,noun
d',de,ADP,adposition
Akhille,Akhille,PROPN,proper noun
"
","
",SPACE,space
œuvres,œuvre,NOUN,noun
de,de,ADP,adposition
Phidias,phidia,NOUN,noun
et,et,CCONJ,coordinating conjunction
d',de,ADP,adposition
Apelles,Apelles,PROPN,proper noun
"
","
",SPACE,space
œuvres,œuvre,NOUN,noun
dePhidias,dephidia,ADJ,adjective
et,et,CCONJ,coordinating conjunction
de,de,ADP,adposition
Polyklète,Polyklète,PROPN,proper noun
"
 ","
 ",SPACE,space
Anapanomenos,Anapanomenos,PROPN,proper noun
morle,morl,ADJ,adjective
d',de,ADP,adposition
amour,amour,NOUN,noun
"
","
",SPACE,space
Aikibiades,Aikibiades,PROPN,proper noun
couronné,couronner,VERB,verb
par,par,ADP,adposition
Pythias,Pythias,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
Olympias,Olympias,PROPN,proper noun
"
","
",SPACE,space
Ajax,Ajax,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
Kassandre,Kassandre,PROPN,proper noun
"
","
",SPACE,space
Ajax,Ajax,PROPN,proper noun
foudroyé,foudroyer,VERB,verb
"
","
",SPACE,space
Ajax,Ajax,PROPN,proper noun
furieux,furieux,ADJ,adjective
"
","
",SPACE,space
Amicitia,Amicitia,PROPN,proper noun
el,el,CCONJ,coordinating conjunction
Concordia,Concordia,PROPN,proper noun
"
","
",SPACE,space
Amour,amour,NOUN,noun
couronnéde,couronnéd,ADJ,adjective
roses,rose,NOUN,noun
"
","
",SPACE,space
Ancée,ancée,NOUN,noun
blessé,blesser,VERB,verb
par,par,ADP,adposition
le,le,DET,determiner
smiglier,smiglier,NOUN,noun
de,de,ADP,adposition
Kalydon,Kalydon,PROPN,proper noun
"
","
",SPACE,space
Aphrodite,Aphrodite,PROPN,proper noun
voilée,voiler,VERB,verb
"
","
",SPACE,space
Artémis,artémis,VERB,verb
dorée,doré,ADJ,adjective
"
","
",SPACE,space
AthlHe,athlhe,NOUN,noun
courant,courant,ADJ,adjective
au,au,ADP,adposition
combat,combat,NOUN,noun
"
","
",SPACE,space
Atlas,Atlas,PROPN,proper noun
qui,qui,PRON,pronoun
supporte,supporter,VERB,verb
le,le,DET,determiner
ciel,ciel,NOUN,noun
"
","
",SPACE,space
Atlilète,Atlilète,PROPN,proper noun
ôtant,ôter,VERB,verb
ses,son,DET,determiner
armes,arme,NOUN,noun
"
","
",SPACE,space
Chasseurs,Chasseurs,PROPN,proper noun
portant,porter,VERB,verb
leur,son,DET,determiner
gibier,gibier,NOUN,noun
"
","
",SPACE,space
Combat,combat,NOUN,noun
d',de,ADP,adposition
Héraklès,Héraklès,PROPN,proper noun
contre,contre,ADP,adposition
le,le,DET,determiner
lion,lion,NOUN,noun
deNémée,denémer,VERB,verb
"
","
",SPACE,space
Combat,combat,NOUN,noun
de,de,ADP,adposition
Pldiunte,pldiunte,NOUN,noun
"
","
",SPACE,space
Combat,combat,NOUN,noun
des,de,ADP,adposition
Amazones,Amazones,PROPN,proper noun
"
","
",SPACE,space
Combat,combat,NOUN,noun
des,de,ADP,adposition
Athéniens,athénien,NOUN,noun
et,et,CCONJ,coordinating conjunction
des,de,ADP,adposition
A,à,ADP,adposition
mazones,mazone,NOUN,noun
"
","
",SPACE,space
Compagnons,compagnon,NOUN,noun
de,de,ADP,adposition
Jason,Jason,PROPN,proper noun
"
","
",SPACE,space
Descente,descente,NOUN,noun
d',de,ADP,adposition
Ulysseaux,ulysseau,NOUN,noun
Enfers,Enfers,PROPN,proper noun
"
","
",SPACE,space
Destruction,destruction,NOUN,noun
de,de,ADP,adposition
Troie,Troie,PROPN,proper noun
"
","
",SPACE,space
Deux,Deux,NUM,numeral
Hespérides,hespéride,NOUN,noun
"
","
",SPACE,space
Heraklès,Heraklès,PROPN,proper noun
enfant,enfant,ADJ,adjective
écrasant,écraser,VERB,verb
deux,deux,NUM,numeral
serpents,serpent,NOUN,noun
"
","
",SPACE,space
Heraklès,Heraklès,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
Persée,perser,VERB,verb
"
","
",SPACE,space
Hélène,Hélène,PROPN,proper noun
la,le,DET,determiner
courtisane,courtisane,NOUN,noun
"
","
",SPACE,space
Héros,héros,NOUN,noun
nu,nu,ADP,adposition
"
","
",SPACE,space
Leostficneset,Leostficneset,PROPN,proper noun
ses,son,DET,determiner
enfants,enfant,NOUN,noun
"
","
",SPACE,space
Niobé,niobé,NOUN,noun
assistant,assistant,ADJ,adjective
au,au,ADP,adposition
massacre,massacre,NOUN,noun
de,de,ADP,adposition
ses,son,DET,determiner
enfants,enfant,NOUN,noun
"
","
",SPACE,space
Noces,noce,NOUN,noun
des,de,ADP,adposition
Fillesde,Fillesde,PROPN,proper noun
Leiikippos,leiikippo,NOUN,noun
"
","
",SPACE,space
Nourrice,nourrice,NOUN,noun
krétoise,krétois,ADJ,adjective
"
","
",SPACE,space
Palamède,Palamède,PROPN,proper noun
lue,lire,VERB,verb
"
","
",SPACE,space
Penthésilée,Penthésilée,PROPN,proper noun
mourant,mourir,VERB,verb
"
","
",SPACE,space
Piise,Piise,PROPN,proper noun
de,de,ADP,adposition
Troie,Troie,PROPN,proper noun
"
","
",SPACE,space
Polyphcme,Polyphcme,PROPN,proper noun
endormi,endormir,VERB,verb
"
","
",SPACE,space
Prise,prise,NOUN,noun
de,de,ADP,adposition
Troie,Troie,PROPN,proper noun
"
","
",SPACE,space
Prométhée,Prométhée,PROPN,proper noun
chargé,charger,VERB,verb
de,de,ADP,adposition
chaînes,chaîne,NOUN,noun
"
","
",SPACE,space
Prèlre,Prèlre,PROPN,proper noun
enadoration,enadoration,NOUN,noun
"
","
",SPACE,space
Sac,sac,NOUN,noun
d',de,ADP,adposition
Ilion,Ilion,PROPN,proper noun
"
","
",SPACE,space
Sacd',Sacd',NUM,numeral
une,un,DET,determiner
ville,ville,NOUN,noun
"
","
",SPACE,space
Sacrifice,Sacrifice,PROPN,proper noun
(,(,PUNCT,punctuation
npliigénie,npliigénie,VERB,verb
"
","
",SPACE,space
Sacrifice,sacrifice,NOUN,noun
d',de,ADP,adposition
Ipliigénie,ipliigénie,NOUN,noun
"
","
",SPACE,space
Tragédie,tragédie,NOUN,noun
et,et,CCONJ,coordinating conjunction
laComédie,lacomédie,NOUN,noun
"
","
",SPACE,space
Ulysse,Ulysse,PROPN,proper noun
sur,sur,ADP,adposition
un,un,DET,determiner
radeau,radeau,NOUN,noun
"
","
",SPACE,space
Ulysse,Ulysse,PROPN,proper noun
tuant,tuer,VERB,verb
les,le,DET,determiner
poursuivants,poursuivant,NOUN,noun
de,de,ADP,adposition
sa,son,DET,determiner
femme,femme,NOUN,noun
"
","
",SPACE,space
Victoire,victoire,NOUN,noun
des,de,ADP,adposition
Athéniens,athénien,NOUN,noun
"
","
",SPACE,space
Victoire,victoire,NOUN,noun
des,de,ADP,adposition
Atliéniens,atliénien,NOUN,noun
"
","
",SPACE,space
Victoire,victoire,NOUN,noun
montée,monter,VERB,verb
sur,sur,ADP,adposition
un,un,DET,determiner
quadrige,quadrige,NOUN,noun
"
","
",SPACE,space
Vénus,vénus,ADV,adverb
populaire,populaire,ADJ,adjective
"
","
",SPACE,space
Yieillard,yieillard,NOUN,noun
enseignant,enseignant,ADJ,adjective
à,à,ADP,adposition
un,un,DET,determiner
enfant,enfant,NOUN,noun
"
","
",SPACE,space
Yl',Yl',PROPN,proper noun
Irjsse,Irjsse,PROPN,proper noun
sur,sur,ADP,adposition
un,un,DET,determiner
radeau,radeau,NOUN,noun
"
","
",SPACE,space
Zens,Zens,PROPN,proper noun
sur,sur,ADP,adposition
son,son,DET,determiner
trône,trône,NOUN,noun
"
","
",SPACE,space
Zeus,Zeus,PROPN,proper noun
accouchantd',accouchantd',CCONJ,coordinating conjunction
Athéné,Athéné,PROPN,proper noun
"
","
",SPACE,space
allégorie,allégorie,NOUN,noun
du,de,ADP,adposition
peuple,peuple,NOUN,noun
d',de,ADP,adposition
Athènes,Athènes,PROPN,proper noun
"
","
",SPACE,space
balailie,balailie,PROPN,proper noun
de,de,ADP,adposition
Marathon,Marathon,PROPN,proper noun
"
","
",SPACE,space
bataille,bataille,NOUN,noun
de,de,ADP,adposition
Marathon,Marathon,PROPN,proper noun
"
","
",SPACE,space
bataille,bataille,NOUN,noun
de,de,ADP,adposition
Pldiiinte,pldiiinte,NOUN,noun
"
","
",SPACE,space
bataille,bataille,NOUN,noun
desMagnésiens,desmagnésien,ADJ,adjective
"
","
",SPACE,space
char,char,NOUN,noun
de,de,ADP,adposition
Phaêthon,Phaêthon,PROPN,proper noun
"
","
",SPACE,space
chœurd',chœurd',PROPN,proper noun
Ariane,Ariane,PROPN,proper noun
"
","
",SPACE,space
combat,combat,NOUN,noun
decent,decer,VERB,verb
figures,figure,NOUN,noun
"
","
",SPACE,space
départ,départ,NOUN,noun
de,de,ADP,adposition
la,le,DET,determiner
flotte,flotte,NOUN,noun
desGrecs,desgrecs,VERB,verb
"
","
",SPACE,space
grappede,grappede,NOUN,noun
raisin,raisin,PROPN,proper noun
"
","
",SPACE,space
imVaiuqueiœ,imvaiuqueiœ,NOUN,noun
au,au,ADP,adposition
combat,combat,NOUN,noun
gymnique,gymnique,ADJ,adjective
"
","
",SPACE,space
jeune,jeune,ADJ,adjective
vainqueur,vainqueur,NOUN,noun
"
","
",SPACE,space
llcraklides,llcraklides,PROPN,proper noun
suppliants,suppliant,ADJ,adjective
"
","
",SPACE,space
portraits,portrait,NOUN,noun
d',de,ADP,adposition
Alkibiades,Alkibiades,PROPN,proper noun
"
","
",SPACE,space
rideau,rideau,NOUN,noun
"
","
",SPACE,space
vieille,vieux,ADJ,adjective
femme,femme,NOUN,noun
"
","
",SPACE,space
vieille,vieux,ADJ,adjective
femme,femme,NOUN,noun
portant,porter,VERB,verb
une,un,DET,determiner
lampe,lampe,NOUN,noun
"
","
",SPACE,space
Ajax,Ajax,X,other
disputantà,disputantà,X,other
Odijsseus,Odijsseus,PROPN,proper noun
les,le,DET,determiner
armes,arme,NOUN,noun
d',de,ADP,adposition
Akliille,Akliille,PROPN,proper noun
"
","
",SPACE,space
Anapanomenos,Anapanomenos,PROPN,proper noun
morle,morl,ADJ,adjective
d',de,ADP,adposition
amour,amour,NOUN,noun
pour,pour,ADP,adposition
son,son,DET,determiner
frère,frère,NOUN,noun
"
","
",SPACE,space
Aristrate,Aristrate,PROPN,proper noun
",",",",PUNCT,punctuation
le,le,DET,determiner
tyran,tyran,NOUN,noun
de,de,ADP,adposition
Sikyône,Sikyône,PROPN,proper noun
",",",",PUNCT,punctuation
monté,monter,VERB,verb
à,à,ADP,adposition
côté,côté,NOUN,noun
de,de,ADP,adposition
la,le,DET,determiner
Victoire,Victoire,PROPN,proper noun
",",",",PUNCT,punctuation
sur,sur,ADP,adposition
un,un,DET,determiner
char,char,NOUN,noun
traîné,traîner,VERB,verb
par,par,ADP,adposition
quatre,quatre,NUM,numeral
chevaux,cheval,NOUN,noun
"
","
",SPACE,space
Atlas,atlas,NOUN,noun
qui,qui,PRON,pronoun
supporte,supporter,VERB,verb
le,le,DET,determiner
ciel,ciel,NOUN,noun
et,et,CCONJ,coordinating conjunction
Ilerakiès,Ilerakiès,PROPN,proper noun
se,se,PRON,pronoun
préparant,préparer,VERB,verb
à,à,ADP,adposition
le,le,PRON,pronoun
soulager,soulager,VERB,verb
"
","
",SPACE,space
Grèce,Grèce,PROPN,proper noun
et,et,CCONJ,coordinating conjunction
Salamis,Salamis,PROPN,proper noun
personnifiées,personnifier,VERB,verb
"
","
",SPACE,space
Générai,générai,NOUN,noun
de,de,ADP,adposition
mer,mer,PROPN,proper noun
cuirassé,cuirasser,VERB,verb
"
","
",SPACE,space
Penthésilée,Penthésilée,PROPN,proper noun
mourant,mourir,VERB,verb
entre,entrer,ADP,adposition
les,le,DET,determiner
bras,bras,NOUN,noun
dWkhillc,dWkhillc,PROPN,proper noun
"
","
",SPACE,space
Prométhée,Prométhée,PROPN,proper noun
chargé,charger,VERB,verb
de,de,ADP,adposition
chaînes,chaîne,NOUN,noun
qu',que,SCONJ,subordinating conjunction
Héraklès,Héraklès,PROPN,proper noun
va,aller,VERB,verb
délivrer,délivrer,VERB,verb
"
","
",SPACE,space
Yieillard,yieillard,NOUN,noun
enseignant,enseignant,ADJ,adjective
à,à,ADP,adposition
un,un,DET,determiner
enfant,enfant,NOUN,noun
l',le,DET,determiner
art,art,NOUN,noun
déjouer,déjouer,VERB,verb
de,de,ADP,adposition
la,le,DET,determiner
lyre,lyre,NOUN,noun
"
","
",SPACE,space
Zens,Zens,PROPN,proper noun
sur,sur,ADP,adposition
son,son,DET,determiner
trône,trône,NOUN,noun
entouré,entourer,VERB,verb
des,un,DET,determiner
autres,autre,ADJ,adjective
Divinités,divinité,NOUN,noun
"
","
",SPACE,space
Zeus,Zeus,PROPN,proper noun
accouchantd',accouchantd',CCONJ,coordinating conjunction
Athéné,Athéné,PROPN,proper noun
",",",",PUNCT,punctuation
et,et,CCONJ,coordinating conjunction
Poséidon,Poséidon,PROPN,proper noun
offrant,offrir,VERB,verb
un,un,DET,determiner
thon,thon,NOUN,noun
au,au,ADP,adposition
roi,roi,NOUN,noun
des,de,ADP,adposition
Dieux,dieu,NOUN,noun
"
","
",SPACE,space
petit,petit,ADJ,adjective
enfant,enfant,NOUN,noun
se,se,PRON,pronoun
traînant,traîner,VERB,verb
jusqu',jusque,ADP,adposition
au,au,ADP,adposition
sein,sein,NOUN,noun
ensanglanté,ensanglanter,VERB,verb
de,de,ADP,adposition
sa,son,DET,determiner
mère,mère,NOUN,noun
à,à,ADP,adposition
l',le,DET,determiner
agonie,agonie,NOUN,noun
"
","
",SPACE,space
poissons,poisson,NOUN,noun
dans,dans,ADP,adposition
le,le,DET,determiner
gouffre,gouffre,NOUN,noun
de,de,ADP,adposition
Scylla,Scylla,PROPN,proper noun
"
","
",SPACE,space
vieille,vieux,ADJ,adjective
femme,femme,NOUN,noun
portant,porter,VERB,verb
une,un,DET,determiner
lampe,lampe,NOUN,noun
devant,devant,ADP,adposition
une,un,DET,determiner
jeune,jeune,ADJ,adjective
mariée,marié,NOUN,noun
remarquable,remarquable,ADJ,adjective
par,par,ADP,adposition
l',le,DET,determiner
expression,expression,NOUN,noun
de,de,ADP,adposition
pudeur,pudeur,NOUN,noun
qui,qui,PRON,pronoun
empourprait,empourprer,VERB,verb
son,son,DET,determiner
visage,visage,NOUN,noun
"
 ","
 ",SPACE,space
le,le,DET,determiner
Tonnerre,Tonnerre,PROPN,proper noun
"
","
",SPACE,space
Ic,Ic,PROPN,proper noun
ToiuieiTe,ToiuieiTe,PROPN,proper noun
"
","
",SPACE,space
LA,le,DET,determiner
CALOMNIE,calomnie,NOUN,noun
"
","
",SPACE,space
Les,le,DET,determiner
Mourants,Mourants,PROPN,proper noun
"
","
",SPACE,space
V,v,ADJ,adjective
Alexandre,Alexandre,PROPN,proper noun
"
","
",SPACE,space
VAncée,vancée,NOUN,noun
"
","
",SPACE,space
VÉ,VÉ,PROPN,proper noun
-,-,NOUN,noun
clair,clair,ADJ,adjective
"
","
",SPACE,space
e,e,PROPN,proper noun
Mono-cnemon,mono-cnemon,PRON,pronoun
"
","
",SPACE,space
l',le,DET,determiner
Eclair,eclair,NOUN,noun
"
","
",SPACE,space
la,le,DET,determiner
Ca,ca,NOUN,noun
-,-,DET,determiner
lomnie,lomnie,PRON,pronoun
"
","
",SPACE,space
la,le,DET,determiner
Calom,Calom,PROPN,proper noun
-,-,PROPN,proper noun
nie,nier,VERB,verb
"
","
",SPACE,space
la,le,DET,determiner
Calomnie,calomnie,NOUN,noun
"
","
",SPACE,space
la,le,DET,determiner
Fortune,fortune,NOUN,noun
"
","
",SPACE,space
la,le,DET,determiner
Foudre,Foudre,PROPN,proper noun
"
","
",SPACE,space
la,le,DET,determiner
Grâce,grâce,NOUN,noun
"
","
",SPACE,space
la,le,DET,determiner
Calomnie,calomnie,NOUN,noun
"
","
",SPACE,space
la,le,DET,determiner
Foudre,Foudre,PROPN,proper noun
"
","
",SPACE,space
le,le,DET,determiner
lalijsus,lalijsu,ADJ,adjective
"
","
",SPACE,space
son,son,DET,determiner
Aphrodite,Aphrodite,PROPN,proper noun
"
","
",SPACE,space
un,un,DET,determiner
Ancéc,Ancéc,PROPN,proper noun
"
","
",SPACE,space
un,un,DET,determiner
DieuPan,dieupan,NOUN,noun
"
","
",SPACE,space
un,un,DET,determiner
Dionysos,Dionysos,PROPN,proper noun
"
","
",SPACE,space
un,un,DET,determiner
Kadmus,Kadmus,PROPN,proper noun
"
","
",SPACE,space
un,un,DET,determiner
Paraiiis,Paraiiis,PROPN,proper noun
"
","
",SPACE,space
un,un,DET,determiner
Tlepolème,tlepolèm,ADJ,adjective
"
","
",SPACE,space
une,un,DET,determiner
Europe,Europe,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
Hermionidc,Hermionidc,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
Hésione,Hésione,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
Laodamie,Laodamie,PROPN,proper noun
"
","
",SPACE,space
une,un,DET,determiner
liijdippc,liijdippc,NOUN,noun
"
","
",SPACE,space
une,un,DET,determiner
Kypris,Kypris,PROPN,proper noun
"
 ","
 ",SPACE,space
Aphrodite,Aphrodite,PROPN,proper noun
d',de,ADP,adposition
A,a,NOUN,noun
-,-,NOUN,noun
pelles,pelle,NOUN,noun
"
 ","
 ",SPACE,space
imitation,imitation,NOUN,noun
du,de,ADP,adposition
bronze,bronze,NOUN,noun
de,de,ADP,adposition
Ly,Ly,PROPN,proper noun
-,-,PROPN,proper noun
sippe,sippe,PROPN,proper noun
"
 ","
 ",SPACE,space
imitations,imitation,NOUN,noun
en,en,ADP,adposition
marbre,marbre,NOUN,noun
d',de,ADP,adposition
un,un,DET,determiner
bronze,bronze,NOUN,noun
de,de,ADP,adposition
Lysippe,Lysippe,PROPN,proper noun
"
 ","
 ",SPACE,space
portrait,portrait,NOUN,noun
du,de,ADP,adposition
